date,exports_usd,murmansk,novorossiysk,primorsk,sabetta,st_petersburg,ust_luga,vanino,vladivostok,vostochny,crude_brent,ngas_us,ngas_eur,ngas_jp
2019-01-01,,,,,,,,,,,,,,
2019-02-01,0.043242766986752335,-0.03508771929824561,-0.14102564102564108,0.16326530612244894,-0.07272727272727275,-0.02422145328719727,-0.05384615384615388,-0.07407407407407407,0.023474178403755763,-0.13478260869565217,0.08199763792812531,-0.11768144179249884,-0.17302213223170315,-0.016715755610176797
2019-03-01,-0.022508038512207063,-0.1454545454545455,0.1616915422885572,0.10526315789473695,-0.019607843137254943,0.06737588652482263,0.13008130081300817,0.17500000000000004,0.06116207951070329,0.2864321608040201,0.03555278340870105,0.08019579698943735,-0.13771052055901556,-0.043399101974827436
2019-04-01,0.02609519546520156,-0.058510638297872286,-0.2226980728051392,0.5714285714285714,0.1200000000000001,-0.03322259136212624,-0.11151079136690645,-0.10212765957446812,-0.03602305475504319,-0.1875,0.07212769161270893,-0.09846678023850086,-0.04954005583478638,-0.09108451748583424
2019-05-01,-0.08489707716188555,-0.21468926553672318,-0.12396694214876036,-0.21212121212121215,0.017857142857142794,0.2783505154639174,-0.02429149797570851,-0.03791469194312791,-0.026905829596412523,-0.043269230769230727,-0.009410112359550582,-0.006840513983371155,-0.11806261226863668,-0.01168701286609819
2019-06-01,0.016990554973943972,-0.021582733812949617,-0.08490566037735847,0.05128205128205132,-0.01754385964912286,0.060035842293906905,-0.008298755186721962,-0.10344827586206895,0.04915514592933956,-0.11557788944723613,-0.1025095703955764,-0.08805510103124159,-0.1734713637055384,-0.010163198884729385
2019-07-01,-0.013621944065114633,0.41176470588235303,0.23367697594501724,0.04878048780487809,0.0535714285714286,0.04311073541842769,-0.012552301255230103,0.10439560439560447,-0.0380673499267935,0.005681818181818121,0.011058451816745807,-0.015230544544126978,0.009020299497595863,0.008507282677178152
2019-08-01,0.01855817188726694,0.08333333333333326,-0.058495821727019504,-0.13953488372093026,-0.0847457627118644,-0.060777957860615905,-0.14830508474576276,-0.1094527363184079,-0.0791476407914764,-0.25988700564971756,-0.07421875,-0.057499999999999996,0.015579549300549278,0.07239347157389853
2019-09-01,0.007862934113747944,-0.13942307692307687,0.11834319526627213,0.1351351351351351,0.11111111111111116,-0.08800690250215704,0.04975124378109452,0.2011173184357542,-0.006611570247933907,0.06870229007633588,0.05198312236286906,0.15991547902710979,0.14373479515975318,-0.0662276330076551
2019-10-01,0.0008817048537226313,-0.03351955307262566,-0.11375661375661372,-0.13095238095238093,-0.033333333333333326,0.024597918637653704,0.08530805687203791,-0.24186046511627912,0.21297836938435943,-0.09285714285714286,-0.047489170543879355,-0.09639534883720924,0.20259461891486774,-0.015596627207728697
